Restaurant,City,State,Item,Price,Image
Seasons at Sidley Austin,Washington,DC,Berry Blast,$4.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/9/item-300000011862918799_1632836099.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Green Machine,$4.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/5/item-300000011862919545_1625853973.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Strawberry Banana,$4.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/7/item-300000011862919547_1632835835.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Coconut Mango,$4.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000020166154350_1670423100.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Bentos,$5.15,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/4/item-300000011862916734_1625682271.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Chips,$1.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/3/item-300000013649807573_1635545545.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Popcorners,$1.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/8/item-300000026428911908_1691758414.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Chobani Yogurt,$1.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000013653929290_1635546294.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Whole Fruit,$0.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/3/item-300000013654230783_1635546867.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,House Baked Cookies,$0.90,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/5/item-300000013687867815_1635719947.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Crudité,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/8/item-300000014575675598_1641948207.png?size=medium
Seasons at Sidley Austin,Washington,DC,Fresh Fruit Cup (vg, gf),$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000020133306720_1670214657.png?size=medium
Seasons at Sidley Austin,Washington,DC,Fruit Parfait,$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/6/item-300000014569238076_1643597776.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Candy,$1.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/2/item-300000020135062332_1670257767.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Walker's Shortbread Cookies,$1.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/4/item-300000020898748224_1673531961.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Granola Bars,$2.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/5/item-300000020150520435_1670347542.png?size=medium
Seasons at Sidley Austin,Washington,DC,Banana Chips,$1.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/5/item-300000020737586735_1672854359.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Caramel Pretzels,$1.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/5/item-300000028833091045_1699290989.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Spicy Buffalo Peanuts,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/6/item-300000020737688516_1672857716.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Sweet Tooth,$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/8/item-300000020737688518_1672854838.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Yogurt Pretzels,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000020737688520_1672854943.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Chocolate Pretzels,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/2/item-300000020737688522_1672857751.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Buffalo Stampede Trail Mix,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/4/item-300000020737688524_1672862567.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Sunburst Trail Mix,$3.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/8/item-300000020740861238_1672863006.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Dark Chocolate Espresso Beans,$3.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/2/item-300000021725395062_1676644963.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Dark Chocolate Energy Booster,$3.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/4/item-300000021725395064_1676645614.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Mini Dried Fruit Mix,$2.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/7/item-300000022588875507_1679586530.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Moon Burst,$3.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/8/item-300000023125723078_1681394689.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Deluxe Mixed Nuts,$4.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000023125723080_1681394947.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,California Medley,$3.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/0/item-300000024783487130_1686661086.jpg?size=medium
Seasons at Sidley Austin,Washington,DC,Sweet Heat,$4.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-78904000000000000/menu/items/2/item-300000024783487132_1686661520.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,TORCHED & PRESSED.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-131256000000000000/menu/items/4/item-100000030303385164_1685910380.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CRISPY RICE.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/4/item-100000009020375024_1675989731.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,SPICY TUNA ROLL.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/4/item-100000009020375044_1675990090.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,BAKED CRAB ROLL.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60626000000000000/menu/items/0/item-100000009020376660_1702680311.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,DRAGON ROLL.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/4/item-100000009020376654_1675990302.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,AHI WATERMELON NIGIRI.,$6.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/9/item-100000009020375019_1675989200.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,UNAGI EGGPLANT NIGIRI.,$6.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/7/item-100000009349930227_1675989308.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,TORCHED & PRESSED.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-131256000000000000/menu/items/4/item-100000030303385164_1685910380.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CRISPY RICE.,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/4/item-100000009020375024_1675989731.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,SPICY TUNA HAND ROLL.,$7.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/1/item-100000037791882591_1709145221.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CRISPY MUSHROOM HAND ROLL.,$7.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-136783000000000000/menu/items/2/item-100000034304650962_1705855825.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,THE SUSHI BOX.,$40.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-119760000000000000/menu/items/3/item-100000009020374673_1696005279.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,BAJA MUSHROOM TACO.,$6.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/9/item-100000038939959419_1710877795.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CRAB TOSTADA.,$12.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/9/item-100000029396849599_1710784074.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,AHI WATERMELON TOSTADA.,$12.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/0/item-100000039308861830_1710786338.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,PUMPKIN SEED GUACAMOLE.,$16.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/1/item-100000029232474941_1710784154.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,COCONUT CEVICHE.,$16.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/6/item-100000009020362736_1675798576.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,HANDHELD CAESAR CUPS.,$14.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/1/item-100000029232652331_1710782751.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,AVOCADO LIME TARTARE.,$17.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/7/item-100000009884321107_1679072491.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,BANG BANG BROCCOLI.,$14.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/1/item-100000009020365071_1675803866.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CROQUETAS.,$15.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60621000000000000/menu/items/7/item-100000006668661457_1675933935.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,1,000 LAYER CRISPY POTATOES.,$14.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/5/item-100000031563702125_1710877609.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,QUESO FUNDIDO.,$18.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/1/item-100000029396850101_1710782458.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CRISPY GYOZA.,$14.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/0/item-100000031841621600_1709134184.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,STREET CORN.,$13.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/7/item-100000029725369697_1709134276.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,MAITAKE MUSHROOMS.,$16.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/7/item-100000029396922927_1709134374.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,JAPANESE EGGPLANT.,$12.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/5/item-100000029396922925_1710877635.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CALIFORNIA ARTICHOKES.,$19.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/3/item-100000029396922933_1709134693.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,AL PASTOR TACO BOWL.,$18.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/2/item-100000038940086152_1710877667.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,ARROZ FRITO.,$19.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/4/item-100000038940086154_1710877688.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CORN CAVATELLI.,$25.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/4/item-100000029396972024_1709134901.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,UDON NOODLES.,$25.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/3/item-100000009020368823_1675818333.jpg?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,MAFALDINE PASTA VERDE.,$24.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/2/item-100000029396972022_1709135369.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,LETTUCE WRAPS.,$20.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/0/item-100000029396972020_1709135467.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CORN BLONDIE.,$14.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/2/item-100000029398029292_1709136108.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,TRES LECHES.,$14.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/4/item-100000029398029294_1709136172.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,CHOCOLATE BROWNIE.,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60630000000000000/menu/items/3/item-100000009020370623_1679074116.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,HORCHATA CHEESECAKE.,$14.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-198901000000000000/menu/items/1/item-100000030195042841_1709136355.png?size=medium
PLANTA Cocina - Logan Circle,Washington,DC,BIG COOKIE,$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-60631000000000000/menu/items/5/item-100000008420595185_1679105760.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,CHEESESTEAK EGG ROLLS,$17.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173402000000000000/menu/items/5/item-900000000612082535_1698866706.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,ZUCCHINI & EGGPLANT CHIPS,$18.75,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/7/item-900000000612082547_1699305155.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,'LITTLE GEM' CAESAR SALAD,$16.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/5/item-900000000612082545_1699304908.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,BRUSSELS SPROUTS,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/9/item-900000000612083069_1699309150.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,NEW ENGLAND CLAM CHOWDER,$15.65,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173398000000000000/menu/items/9/item-900000000612082869_1699377038.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,CONNECTICUT STYLE LOBSTER ROLL,$35.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/6/item-900000000612082526_1699307448.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,MAINE STYLE LOBSTER ROLL,$35.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/9/item-900000000612082529_1699307565.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,THE CLARKE,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/5/item-900000000612083055_1699306295.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,THE BBQ BLUE,$23.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/9/item-900000000612083059_1699306420.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,THE CADILLAC,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/7/item-900000000612083057_1699306925.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,TRIO OF MINI BURGERS,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/3/item-900000000612083063_1699307064.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,PARMESAN TRUFFLE FRIES,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/3/item-900000000612083073_1699309091.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,CRISPY ONION STRINGS,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173412000000000000/menu/items/5/item-900000000612083075_1699309226.jpg?size=medium
P.J. Clarke's - DC,Washington,DC,NEW YORK CHEESECAKE,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173402000000000000/menu/items/5/item-900000000612083085_1699377445.jpg?size=medium
Officina Cafe - Downtown,Washington,DC,Aperitivo Kit,$65.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-83131000000000000/menu/items/0/item-200000030836185740_1687886900.jpg?size=medium
Call Your Mother-Logan Circle,Washington,DC,Drip Coffee,$3.00+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-175984000000000000/menu/images/item-3ba1e447-3b49-4a0e-aa95-41c508577918.jpg?size=medium
Call Your Mother-Logan Circle,Washington,DC,Iced Cold Brew,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-175984000000000000/menu/images/item-6122dfbe-02ca-4ae2-ab42-e8452f111132.jpg?size=medium
